STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,MEASURE_PRINCIPLE,Measurement principle,ACCOUNTING_ENTRY,Accounting entry,TYPE_ENTITY,Entity type,FDI_COMP,FDI component,SECTOR,Institutional sector,COUNTERPART_AREA,Counterpart area,LEVEL_COUNTERPART,Counterpart level,ACTIVITY,Economic activity,FREQ,Frequency of observation,FDI_COLLECTION_ID,FDI data collection identifier,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CONF_STATUS,Confidentiality status,CURRENCY,Currency,DECIMALS,Decimals
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,PRT,Portugal,T_D4P_F,FDI income - total,RC,Reported currency,DI,Directional principle: inward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,5184,,A,Normal value,6,Millions,F,Free (free for publication),EUR,Euro,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,LTU,Lithuania,T_FA_F,FDI financial flows - total,RC,Reported currency,DO,Directional principle: outward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,1128.8,,A,Normal value,6,Millions,F,Free (free for publication),EUR,Euro,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,SWE,Sweden,T_D4P_F,FDI income - total,RC,Reported currency,DO,Directional principle: outward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,406126,,A,Normal value,6,Millions,F,Free (free for publication),SEK,Swedish krona,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,NOR,Norway,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,221291.52,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,CZE,Czechia,T_FA_F,FDI financial flows - total,RC,Reported currency,DO,Directional principle: outward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,121024.7,,A,Normal value,6,Millions,F,Free (free for publication),CZK,Czech koruna,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,IRL,Ireland,T_FA_F,FDI financial flows - total,RC,Reported currency,DI,Directional principle: inward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,-5284,,A,Normal value,6,Millions,F,Free (free for publication),EUR,Euro,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,NOR,Norway,T_FA_F,FDI financial flows - total,RC,Reported currency,DO,Directional principle: outward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,154461,,A,Normal value,6,Millions,F,Free (free for publication),NOK,Norwegian krone,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,SVK,Slovak Republic,T_FA_F,FDI financial flows - total,USD_EXC,"US dollars, exchange rate converted",DI,Directional principle: inward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,58.702,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,CHE,Switzerland,T_FA_F,FDI financial flows - total,RC,Reported currency,DO,Directional principle: outward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,-110683.9,,A,Normal value,6,Millions,F,Free (free for publication),CHF,Swiss franc,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,ESP,Spain,T_D4P_F,FDI income - total,RC,Reported currency,DO,Directional principle: outward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,31228,,A,Normal value,6,Millions,F,Free (free for publication),EUR,Euro,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,GRC,Greece,T_FA_F,FDI financial flows - total,RC,Reported currency,DO,Directional principle: outward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,937.82599,,A,Normal value,6,Millions,F,Free (free for publication),EUR,Euro,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,USA,United States,T_FA_F,FDI financial flows - total,USD_EXC,"US dollars, exchange rate converted",DI,Directional principle: inward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,389194,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,NOR,Norway,T_D4P_F,FDI income - total,RC,Reported currency,DI,Directional principle: inward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,180326,,A,Normal value,6,Millions,F,Free (free for publication),NOK,Norwegian krone,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,SVK,Slovak Republic,T_D4P_F,FDI income - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,365.642,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,LVA,Latvia,LE_FA_F,FDI positions - total,RC,Reported currency,DI,Directional principle: inward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,21228,,A,Normal value,6,Millions,F,Free (free for publication),EUR,Euro,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,IRL,Ireland,T_D4P_F,FDI income - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,34484.391,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,CHL,Chile,T_FA_F,FDI financial flows - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,13391.476,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,POL,Poland,LE_FA_F,FDI positions - total,RC,Reported currency,DI,Directional principle: inward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,1099117.4,,A,Normal value,6,Millions,F,Free (free for publication),PLN,Zloty,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,HUN,Hungary,LE_FA_F,FDI positions - total,RC,Reported currency,DI,Directional principle: inward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,34166864,,A,Normal value,6,Millions,F,Free (free for publication),HUF,Forint,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,TUR,Türkiye,T_FA_F,FDI financial flows - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,4972.1802,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,EST,Estonia,T_FA_F,FDI financial flows - total,USD_EXC,"US dollars, exchange rate converted",DI,Directional principle: inward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,187.972,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,CRI,Costa Rica,T_D4P_F,FDI income - total,RC,Reported currency,DI,Directional principle: inward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,3291.8069,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,DEU,Germany,T_D4P_F,FDI income - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,141074.97,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,AUT,Austria,T_D4P_F,FDI income - total,RC,Reported currency,DO,Directional principle: outward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,16624,,A,Normal value,6,Millions,F,Free (free for publication),EUR,Euro,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,CRI,Costa Rica,T_FA_F,FDI financial flows - total,RC,Reported currency,DO,Directional principle: outward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,86.021004,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,FRA,France,T_D4P_F,FDI income - total,USD_EXC,"US dollars, exchange rate converted",DI,Directional principle: inward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,49050.379,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,CHE,Switzerland,T_D4P_F,FDI income - total,RC,Reported currency,DI,Directional principle: inward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,86368.047,,A,Normal value,6,Millions,F,Free (free for publication),CHF,Swiss franc,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,PRT,Portugal,LE_FA_F,FDI positions - total,RC,Reported currency,DO,Directional principle: outward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,53586,,A,Normal value,6,Millions,F,Free (free for publication),EUR,Euro,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,LTU,Lithuania,T_D4P_F,FDI income - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,397.29199,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,CAN,Canada,LE_FA_F,FDI positions - total,RC,Reported currency,DI,Directional principle: inward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,1082519.9,,A,Normal value,6,Millions,F,Free (free for publication),CAD,Canadian dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,GBR,United Kingdom,LE_FA_F,FDI positions - total,RC,Reported currency,DO,Directional principle: outward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,1609654,,A,Normal value,6,Millions,F,Free (free for publication),GBP,Pound sterling,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,JPN,Japan,T_FA_F,FDI financial flows - total,RC,Reported currency,DI,Directional principle: inward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,2705667,,A,Normal value,6,Millions,F,Free (free for publication),JPY,Yen,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,GRC,Greece,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DO,Directional principle: outward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,14579.589,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,CAN,Canada,T_FA_F,FDI financial flows - total,RC,Reported currency,DI,Directional principle: inward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,75514.898,,A,Normal value,6,Millions,F,Free (free for publication),CAD,Canadian dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,AUT,Austria,LE_FA_F,FDI positions - total,RC,Reported currency,DI,Directional principle: inward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,187965,,A,Normal value,6,Millions,F,Free (free for publication),EUR,Euro,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,SVK,Slovak Republic,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DI,Directional principle: inward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,61987.859,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,USA,United States,T_D4P_F,FDI income - total,RC,Reported currency,DO,Directional principle: outward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,542313,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,FIN,Finland,LE_FA_F,FDI positions - total,RC,Reported currency,DI,Directional principle: inward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,76189,,A,Normal value,6,Millions,F,Free (free for publication),EUR,Euro,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,BEL,Belgium,LE_FA_F,FDI positions - total,RC,Reported currency,DI,Directional principle: inward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,506668,,A,Normal value,6,Millions,F,Free (free for publication),EUR,Euro,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,CHL,Chile,T_D4P_F,FDI income - total,RC,Reported currency,DI,Directional principle: inward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,22107.711,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,NOR,Norway,LE_FA_F,FDI positions - total,RC,Reported currency,DI,Directional principle: inward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,1514020,,A,Normal value,6,Millions,F,Free (free for publication),NOK,Norwegian krone,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,CZE,Czechia,T_FA_F,FDI financial flows - total,USD_EXC,"US dollars, exchange rate converted",DI,Directional principle: inward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,5805.0762,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,DNK,Denmark,T_FA_F,FDI financial flows - total,USD_EXC,"US dollars, exchange rate converted",DI,Directional principle: inward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,4680.7461,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,ITA,Italy,T_FA_F,FDI financial flows - total,RC,Reported currency,DI,Directional principle: inward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,-7571.272,,A,Normal value,6,Millions,F,Free (free for publication),EUR,Euro,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,COL,Colombia,T_FA_F,FDI financial flows - total,RC,Reported currency,DI,Directional principle: inward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,9727.1416,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,HUN,Hungary,T_D4P_F,FDI income - total,RC,Reported currency,DO,Directional principle: outward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,820085.94,,A,Normal value,6,Millions,F,Free (free for publication),HUF,Forint,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,LTU,Lithuania,LE_FA_F,FDI positions - total,RC,Reported currency,DO,Directional principle: outward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,10147.59,,A,Normal value,6,Millions,F,Free (free for publication),EUR,Euro,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,ITA,Italy,LE_FA_F,FDI positions - total,USD_EXC,"US dollars, exchange rate converted",DI,Directional principle: inward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,465246.84,,A,Normal value,6,Millions,F,Free (free for publication),USD,US dollar,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_CTRY_IND_SUMM(1.0),"FDI by counterpart area and by economic activity, BMD4",I,EST,Estonia,T_D4P_F,FDI income - total,RC,Reported currency,DO,Directional principle: outward,NET_FDI,Net FDI,_Z,Not applicable,D,Total direct investment,S1,Total economy,W,World,_Z,Not applicable,_T,Total - All activities,A,Annual,CTRY_IND,Annual FDI by counterpart area and by economic activity - BMD4,2021,,878.74298,,A,Normal value,6,Millions,F,Free (free for publication),EUR,Euro,2,Two
